@RELATION all

@ATTRIBUTE player1 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player2 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player3 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player4 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE player5 {"Anti-Mage","Axe","Bane","Bloodseeker","CrystalMaiden","DrowRanger","Earthshaker","Juggernaut","Mirana","ShadowFiend","Morphling","PhantomLancer","Puck","Pudge","Razor","SandKing","StormSpirit","Sven","Tiny","VengefulSpirit","Windranger","Zeus","Kunkka","Lina","Lich","Lion","ShadowShaman","Slardar","Tidehunter","WitchDoctor","Riki","Enigma","Tinker","Sniper","Necrophos","Warlock","Beastmaster","QueenofPain","Venomancer","FacelessVoid","WraithKing","DeathProphet","PhantomAssassin","Pugna","TemplarAssassin","Viper","Luna","DragonKnight","Dazzle","Clockwerk","Leshrac","Nature'sProphet","Lifestealer","DarkSeer","Clinkz","Omniknight","Enchantress","Huskar","NightStalker","Broodmother","BountyHunter","Weaver","Jakiro","Batrider","Chen","Spectre","Doom","AncientApparition","Ursa","SpiritBreaker","Gyrocopter","Alchemist","Invoker","Silencer","OutworldDevourer","Lycan","Brewmaster","ShadowDemon","LoneDruid","ChaosKnight","Meepo","TreantProtector","OgreMagi","Undying","Rubick","Disruptor","NyxAssassin","NagaSiren","KeeperoftheLight","Io","Visage","Slark","Medusa","TrollWarlord","CentaurWarrunner","Magnus","Timbersaw","Bristleback","Tusk","SkywrathMage","Abaddon","ElderTitan","LegionCommander","EmberSpirit","EarthSpirit","AbyssalUnderlord","Terrorblade","Phoenix","Techies","Oracle","WinterWyvern","ArcWarden",undefined}
@ATTRIBUTE kills NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE class {"win","lose"}

@DATA
"Anti-Mage","WraithKing","Enigma","ShadowFiend","NagaSiren",-20,1800,"lose"
"LegionCommander","Mirana","Axe","Necrophos","Pudge",3,2447,"win"
"PhantomAssassin","Undying","BountyHunter","WinterWyvern","Invoker",-3,2447,"lose"
"Luna","Clinkz","Venomancer","Dazzle","Invoker",-1,2583,"win"
"Juggernaut","Lich","WraithKing","SpiritBreaker","Puck",45,1979,"win"
"Tiny","Zeus","Lina","Tusk","Disruptor",-45,1979,"lose"
"Viper","Nature'sProphet","Huskar","Doom","SpiritBreaker",-12,2397,"lose"
"undefined","WraithKing","DrowRanger","FacelessVoid","Huskar",-2,530,"lose"
"Pudge","Mirana","StormSpirit","Magnus","Riki",1,3321,"lose"
"ShadowFiend","BountyHunter","Lifestealer","FacelessVoid","Slark",-1,3321,"win"
"DrowRanger","LegionCommander","Lifestealer","Tinker","Lion",-3,2440,"win"
"Luna","Invoker","PhantomAssassin","Riki","Pudge",3,2440,"lose"
"Pudge","LegionCommander","Nature'sProphet","Viper","WraithKing",-12,3441,"lose"
"Tiny","SkywrathMage","Puck","SpiritBreaker","PhantomAssassin",12,3441,"win"
"Phoenix","TreantProtector","KeeperoftheLight","PhantomAssassin","DrowRanger",13,1401,"win"
"Mirana","OgreMagi","WraithKing","Sniper","Huskar",-13,1401,"lose"
"Riki","ShadowFiend","Sven","Omniknight","Nature'sProphet",-8,3901,"win"
"Sniper","Pudge","ChaosKnight","LegionCommander","Lion",8,3901,"lose"
"Pudge","LegionCommander","Lion","Weaver","Nature'sProphet",17,2088,"win"
"OgreMagi","Alchemist","Sniper","LegionCommander","FacelessVoid",-17,2394,"lose"
"Lifestealer","BountyHunter","PhantomAssassin","WitchDoctor","Anti-Mage",17,2394,"win"
"Riki","SkywrathMage","ShadowShaman","Anti-Mage","Alchemist",25,2972,"lose"
"DrowRanger","Pudge","PhantomAssassin","Lion","Spectre",12,1519,"win"
"Tiny","Invoker","LegionCommander","Alchemist","Tidehunter",-12,1519,"lose"
"Juggernaut","Sniper","Timbersaw","PhantomAssassin","Techies",25,2492,"win"
"Huskar","Riki","Axe","WraithKing","Necrophos",-25,2492,"lose"
"Dazzle","Kunkka","Silencer","Timbersaw","Sniper",0,3419,"win"
"KeeperoftheLight","Windranger","ShadowFiend","Mirana","Slark",0,3419,"lose"
"Invoker","StormSpirit","Sniper","Tiny","Slark",24,2600,"win"
"OgreMagi","DragonKnight","Pudge","Mirana","BountyHunter",-24,2600,"lose"
"Sven","LegionCommander","Razor","Huskar","Weaver",-22,2862,"lose"
"Phoenix","Oracle","Pudge","Slark","Juggernaut",22,2862,"win"
"Tiny","Huskar","Mirana","TemplarAssassin","BountyHunter",21,1985,"win"
"DrowRanger","Windranger","Invoker","PhantomAssassin","LegionCommander",-21,1985,"lose"
"undefined","Techies","ShadowDemon","Invoker","undefined",0,0,"lose"
"Sniper","Zeus","Juggernaut","ShadowFiend","Slark",23,2805,"win"
"ShadowShaman","SkywrathMage","Windranger","DrowRanger","LegionCommander",-23,2805,"lose"
"Mirana","Beastmaster","Lion","Tinker","Sniper",-3,4518,"lose"
"Gyrocopter","OgreMagi","CrystalMaiden","Anti-Mage","LegionCommander",3,4518,"win"
"Timbersaw","NyxAssassin","Juggernaut","BountyHunter","Venomancer",21,2413,"win"
"Nature'sProphet","Alchemist","WitchDoctor","TemplarAssassin","Invoker",-21,2413,"lose"
"Pudge","Slardar","Pugna","Ursa","PhantomAssassin",22,2092,"win"
"Techies","Sniper","Tidehunter","Riki","Mirana",2,3793,"lose"
"Juggernaut","Pudge","Huskar","Axe","PhantomAssassin",-2,3793,"win"
"Pudge","Magnus","Juggernaut","Mirana","Huskar",1,2806,"lose"
"Invoker","QueenofPain","TrollWarlord","Weaver","LegionCommander",-1,2806,"win"
"Clinkz","Juggernaut","Axe","Dazzle","Sniper",9,1176,"win"
"ChaosKnight","Ursa","Meepo","Anti-Mage","Invoker",-9,1176,"lose"
"PhantomAssassin","Puck","LegionCommander","EmberSpirit","Mirana",6,3077,"win"
"Windranger","DrowRanger","SandKing","Tinker","Necrophos",-6,3077,"lose"
"Kunkka","OgreMagi","Slark","Pudge","Terrorblade",-10,3092,"lose"
"Necrophos","Bloodseeker","Riki","DeathProphet","Anti-Mage",10,3092,"win"
"Abaddon","SandKing","DrowRanger","Invoker","Tiny",11,1935,"win"
"Sven","Axe","Slark","Tinker","Bloodseeker",-11,1935,"lose"
"Sven","Huskar","Juggernaut","LegionCommander","Weaver",-26,3223,"lose"
"ShadowFiend","Slardar","Axe","Kunkka","Windranger",26,3223,"win"
"Sniper","Tiny","Medusa","Anti-Mage","Weaver",30,2236,"win"
"Slark","Jakiro","Tidehunter","BountyHunter","Silencer",22,1919,"win"
"WinterWyvern","SpiritBreaker","Sven","OutworldDevourer","Zeus",-22,1919,"lose"
"Mirana","Anti-Mage","Timbersaw","Alchemist","Pudge",-14,2876,"lose"
"Luna","Pugna","Necrophos","Puck","Lifestealer",14,2876,"win"
"Kunkka","Oracle","WitchDoctor","ShadowFiend","Luna",-24,2154,"lose"
"Leshrac","WraithKing","Oracle","DrowRanger","Mirana",-14,2350,"lose"
"Alchemist","LegionCommander","Necrophos","PhantomAssassin","QueenofPain",14,2350,"win"
"Earthshaker","Puck","Disruptor","Mirana","StormSpirit",5,2864,"lose"
"SpiritBreaker","BountyHunter","Lifestealer","FacelessVoid","Warlock",13,2240,"win"
"Weaver","Slark","Tiny","Morphling","LegionCommander",-13,2240,"lose"
"PhantomLancer","Warlock","Windranger","Sven","Lifestealer",-5,2977,"lose"
"Anti-Mage","WitchDoctor","Silencer","Weaver","ShadowShaman",-5,2376,"win"
"StormSpirit","FacelessVoid","DrowRanger","Lich","Gyrocopter",5,2376,"lose"
"ChaosKnight","Invoker","ShadowDemon","Timbersaw","Lifestealer",-22,2141,"lose"
"Sven","Mirana","ElderTitan","WinterWyvern","Ursa",22,2141,"win"
"ArcWarden","Juggernaut","Medusa","Tusk","Pudge",18,2406,"win"
"Anti-Mage","Mirana","WraithKing","Necrophos","Invoker",-18,2406,"lose"
"Timbersaw","WitchDoctor","Jakiro","Slark","Juggernaut",-12,3897,"win"
"Bane","Pudge","VengefulSpirit","Sven","NightStalker",12,3897,"lose"
"FacelessVoid","DrowRanger","PhantomAssassin","Jakiro","Meepo",-22,2481,"lose"
"Slardar","Anti-Mage","SandKing","Lion","Mirana",22,2481,"win"
"Sniper","DrowRanger","Windranger","Enchantress","Ursa",9,3473,"win"
"SpiritBreaker","Invoker","Kunkka","EmberSpirit","Sven",-9,3473,"lose"
"Invoker","Enigma","Slark","LegionCommander","ElderTitan",-26,2816,"lose"
"Clockwerk","Morphling","Sven","Rubick","QueenofPain",26,2816,"win"
"Juggernaut","BountyHunter","Jakiro","OutworldDevourer","Axe",-9,2839,"lose"
"Slardar","Windranger","Weaver","LegionCommander","KeeperoftheLight",9,2839,"win"
"DrowRanger","ShadowShaman","EmberSpirit","SandKing","Axe",2,2655,"lose"
"ShadowDemon","FacelessVoid","Mirana","Necrophos","Juggernaut",-2,2655,"win"
"Venomancer","Bloodseeker","PhantomAssassin","Slardar","Slark",7,1515,"win"
"Sniper","WraithKing","Riki","FacelessVoid","Sven",-7,1515,"lose"
"Huskar","Lifestealer","Necrophos","SpiritBreaker","Tiny",7,2260,"win"
"Juggernaut","Pudge","Necrophos","Lifestealer","Riki",27,2468,"win"
"NyxAssassin","KeeperoftheLight","StormSpirit","Slark","SpiritBreaker",-27,2468,"lose"
"Tiny","Slark","Alchemist","Anti-Mage","EmberSpirit",-25,1616,"lose"
"FacelessVoid","LegionCommander","NightStalker","Morphling","Axe",25,1616,"win"
"Alchemist","QueenofPain","WraithKing","TrollWarlord","VengefulSpirit",-8,2893,"lose"
"Axe","Weaver","Mirana","Anti-Mage","Necrophos",8,2893,"win"
"Pudge","Mirana","Earthshaker","Juggernaut","ArcWarden",20,3123,"win"
"PhantomAssassin","ShadowFiend","SandKing","DrowRanger","Silencer",-20,3123,"lose"
"Huskar","SkywrathMage","FacelessVoid","Medusa","BountyHunter",-8,3543,"lose"
"Dazzle","WraithKing","Juggernaut","NyxAssassin","DarkSeer",8,3543,"win"
"AncientApparition","Necrophos","DragonKnight","Nature'sProphet","Sven",4,2190,"win"
"Slark","Lion","Luna","Puck","WraithKing",-4,2190,"lose"
"CrystalMaiden","Pudge","EarthSpirit","Lifestealer","LoneDruid",-10,1644,"lose"
"Pugna","EmberSpirit","OgreMagi","Silencer","Doom",-6,3463,"lose"
"VengefulSpirit","Huskar","Windranger","Bristleback","Earthshaker",1,1039,"win"
"DrowRanger","Lion","LegionCommander","Viper","Enchantress",-1,1039,"lose"
"Necrophos","Huskar","Mirana","PhantomAssassin","Pudge",7,3161,"win"
"Zeus","TreantProtector","LegionCommander","Timbersaw","Slark",-7,3161,"lose"
"Pudge","Sniper","Mirana","EmberSpirit","Windranger",-16,3319,"lose"
"LegionCommander","Kunkka","Lifestealer","Zeus","Io",16,3319,"win"
"Viper","DeathProphet","Magnus","VengefulSpirit","Timbersaw",22,1530,"win"
"Pugna","StormSpirit","Slark","Morphling","Mirana",-22,1530,"lose"
"LegionCommander","DrowRanger","Earthshaker","LoneDruid","Mirana",10,2586,"win"
"Windranger","ShadowFiend","Warlock","VengefulSpirit","Juggernaut",-10,2586,"lose"
"WraithKing","Slark","ShadowDemon","Riki","Zeus",21,2279,"win"
"EmberSpirit","Ursa","Mirana","Meepo","SkywrathMage",4,2349,"win"
"Anti-Mage","SandKing","DrowRanger","Pudge","KeeperoftheLight",-4,2349,"lose"
"Pugna","Huskar","Alchemist","Tusk","Sven",-20,3146,"win"
"Slark","ElderTitan","Nature'sProphet","Ursa","PhantomAssassin",20,3146,"lose"
"AncientApparition","Clinkz","Spectre","Undying","TrollWarlord",-33,1732,"lose"
"Magnus","Sven","Dazzle","Silencer","Axe",33,1732,"win"
"Earthshaker","OgreMagi","Clinkz","Nature'sProphet","NyxAssassin",0,2870,"lose"
"PhantomAssassin","Tinker","Sniper","WraithKing","CrystalMaiden",10,2914,"win"
"Magnus","Earthshaker","Omniknight","Huskar","Zeus",-10,2914,"lose"
"Anti-Mage","Pudge","LegionCommander","FacelessVoid","Lina",-3,3243,"win"
"ShadowDemon","Axe","WitchDoctor","Juggernaut","OutworldDevourer",3,3243,"lose"
"Razor","Mirana","DrowRanger","Ursa","Windranger",-18,2569,"lose"
"Pudge","WinterWyvern","Venomancer","Juggernaut","Anti-Mage",18,2569,"win"
"ShadowDemon","Bloodseeker","Bristleback","Zeus","Sven",13,2613,"win"
"Mirana","Puck","KeeperoftheLight","Slark","Kunkka",-13,2613,"lose"
"Timbersaw","StormSpirit","LegionCommander","Morphling","Dazzle",12,3594,"win"
"Tinker","Anti-Mage","Kunkka","Nature'sProphet","Axe",-12,3594,"lose"
"Earthshaker","Viper","AncientApparition","Mirana","Windranger",-6,2656,"lose"
"PhantomAssassin","DragonKnight","Pudge","Tiny","Invoker",6,2656,"win"
"Ursa","Slark","Huskar","Undying","Mirana",17,1643,"win"
"Juggernaut","SpiritBreaker","FacelessVoid","StormSpirit","WitchDoctor",-17,1643,"lose"
"Bane","Anti-Mage","Tusk","Silencer","LegionCommander",-7,2954,"lose"
"Dazzle","PhantomAssassin","Lion","Weaver","StormSpirit",7,2954,"win"
"Sven","TreantProtector","Riki","Puck","NyxAssassin",20,4681,"win"
"Bristleback","Viper","Luna","Clockwerk","Sniper",-20,4681,"lose"
"DrowRanger","Lina","Bristleback","NyxAssassin","LegionCommander",-32,1683,"lose"
"WraithKing","KeeperoftheLight","SpiritBreaker","Necrophos","Invoker",32,1683,"win"
"SkywrathMage","Ursa","Slark","Silencer","OgreMagi",0,3755,"win"
"Axe","Phoenix","VengefulSpirit","Bane","Tinker",0,3755,"lose"
"StormSpirit","Anti-Mage","Broodmother","Windranger","PhantomAssassin",-17,2190,"lose"
"NagaSiren","Dazzle","Lina","Abaddon","Bloodseeker",-7,2904,"lose"
"Timbersaw","Alchemist","AncientApparition","Anti-Mage","Mirana",22,2333,"win"
"Disruptor","StormSpirit","ShadowShaman","Weaver","Necrophos",-22,2333,"lose"
"OutworldDevourer","Silencer","Pudge","Invoker","Anti-Mage",14,2877,"win"
"Windranger","Axe","SandKing","Riki","Slark",-14,2877,"lose"
"Lich","DrowRanger","Sniper","Bristleback","SandKing",-10,2695,"lose"
"Huskar","PhantomAssassin","Weaver","Invoker","Pudge",10,2695,"win"
"WitchDoctor","OgreMagi","Kunkka","Tidehunter","Anti-Mage",8,1862,"win"
"CrystalMaiden","Rubick","Bloodseeker","Invoker","WraithKing",-8,1862,"lose"
"Rubick","Anti-Mage","NyxAssassin","Riki","CentaurWarrunner",13,2272,"win"
"Tidehunter","ShadowDemon","Pugna","StormSpirit","Juggernaut",-13,2272,"lose"
"Tinker","Weaver","CentaurWarrunner","PhantomAssassin","Ursa",-1,3301,"win"
"Bloodseeker","Pudge","Slark","Warlock","StormSpirit",1,3301,"lose"
"Broodmother","ShadowFiend","Pudge","WraithKing","Lion",11,2731,"win"
"Razor","Juggernaut","SpiritBreaker","Invoker","Sniper",-11,2731,"lose"
"Pudge","Slardar","Juggernaut","Tinker","Omniknight",-12,2219,"lose"
"Sniper","TreantProtector","Invoker","LegionCommander","Luna",12,2219,"win"
"FacelessVoid","Rubick","Mirana","Ursa","Slark",-6,3248,"lose"
"AncientApparition","Anti-Mage","LegionCommander","SandKing","Enchantress",6,3248,"win"
"StormSpirit","Anti-Mage","Juggernaut","Bane","Lifestealer",-26,2308,"lose"
"Pudge","Morphling","Leshrac","LegionCommander","FacelessVoid",26,2308,"win"
"Sven","Sniper","TrollWarlord","Kunkka","Slark",-15,2325,"lose"
"PhantomAssassin","Viper","Medusa","Ursa","OgreMagi",15,2325,"win"
"Lifestealer","Mirana","EarthSpirit","Slark","ShadowDemon",-27,3596,"lose"
"Earthshaker","Zeus","SandKing","Anti-Mage","AncientApparition",27,3596,"win"
"SpiritBreaker","Invoker","Rubick","Morphling","Silencer",-10,3422,"lose"
"Spectre","Phoenix","LegionCommander","QueenofPain","CrystalMaiden",10,3422,"win"
"Invoker","SpiritBreaker","Morphling","KeeperoftheLight","Bloodseeker",3,2968,"win"
"Alchemist","Abaddon","FacelessVoid","WitchDoctor","Ursa",-3,2968,"lose"
"FacelessVoid","Juggernaut","Tinker","Zeus","Weaver",-30,2409,"lose"
"StormSpirit","PhantomAssassin","Slark","Riki","Ursa",30,2409,"win"
"SkywrathMage","Zeus","Riki","FacelessVoid","Morphling",22,2872,"win"
"BountyHunter","Necrophos","Alchemist","Timbersaw","Juggernaut",-22,2872,"lose"
"FacelessVoid","TemplarAssassin","Riki","Juggernaut","Phoenix",17,1713,"win"
"VengefulSpirit","Slark","BountyHunter","Timbersaw","Magnus",-17,1713,"lose"
"Bloodseeker","NyxAssassin","Disruptor","CentaurWarrunner","Terrorblade",27,4113,"lose"
"Venomancer","Mirana","LegionCommander","Sven","PhantomAssassin",-27,4113,"win"
"Omniknight","Viper","LegionCommander","Huskar","BountyHunter",1,3000,"win"
"TrollWarlord","Venomancer","OgreMagi","NightStalker","WitchDoctor",-1,3000,"lose"
"Bloodseeker","Windranger","Sven","Omniknight","LegionCommander",15,1787,"lose"
"PhantomAssassin","Leshrac","LegionCommander","Juggernaut","Lifestealer",-26,2915,"lose"
"Rubick","Disruptor","Anti-Mage","Lifestealer","Invoker",24,1733,"win"
"Pudge","Necrophos","Sven","Morphling","Lion",-24,1733,"lose"
"Earthshaker","ShadowShaman","LegionCommander","Anti-Mage","QueenofPain",6,3124,"win"
"Bloodseeker","WitchDoctor","StormSpirit","OgreMagi","PhantomLancer",-6,3124,"lose"
"Huskar","Dazzle","Pudge","BountyHunter","TreantProtector",-21,3049,"lose"
"Riki","WitchDoctor","Gyrocopter","PhantomLancer","Magnus",21,3049,"win"
"Slark","Necrophos","Tinker","Rubick","NyxAssassin",14,2979,"lose"
"Zeus","Slardar","WinterWyvern","Luna","Mirana",2,1254,"lose"
"FacelessVoid","EarthSpirit","Luna","DrowRanger","Lion",13,2310,"win"
"Slark","OutworldDevourer","Ursa","TemplarAssassin","TreantProtector",-13,2310,"lose"
"Disruptor","FacelessVoid","Necrophos","DrowRanger","Enigma",25,1855,"win"
"Lion","Meepo","SpiritBreaker","Weaver","CrystalMaiden",-25,1855,"lose"
"Nature'sProphet","Disruptor","Clinkz","undefined","PhantomAssassin",4,2149,"lose"
"Tidehunter","Lina","Luna","SandKing","Pudge",27,2341,"win"
"SpiritBreaker","LegionCommander","PhantomAssassin","Lion","ShadowFiend",-27,2341,"lose"
"SpiritBreaker","FacelessVoid","Sniper","Gyrocopter","Bloodseeker",-17,2260,"lose"
"Meepo","Enigma","Disruptor","Invoker","Necrophos",17,2260,"win"
"Mirana","Anti-Mage","Slardar","Abaddon","Axe",10,2073,"win"
"DragonKnight","Tidehunter","WinterWyvern","PhantomAssassin","Alchemist",-10,2073,"lose"
"WinterWyvern","Huskar","PhantomAssassin","Sven","ShadowShaman",24,3120,"win"
"Alchemist","Ursa","Kunkka","Viper","Mirana",-24,3120,"lose"
"LegionCommander","Bloodseeker","Sven","Juggernaut","Timbersaw",12,1764,"win"
"Techies","Windranger","Pudge","Invoker","Sniper",-12,1764,"lose"
"WitchDoctor","LegionCommander","OutworldDevourer","Axe","Sniper",0,329,"lose"
"LegionCommander","Juggernaut","Lion","EmberSpirit","PhantomAssassin",-19,2743,"lose"
"Slark","FacelessVoid","CentaurWarrunner","Riki","Invoker",19,2743,"win"
"Disruptor","Tinker","Timbersaw","LegionCommander","Anti-Mage",-25,4912,"lose"
"Terrorblade","Invoker","SpiritBreaker","Silencer","NyxAssassin",25,4912,"win"
"Mirana","Slark","StormSpirit","Slardar","Pugna",27,1804,"win"
"LegionCommander","Tinker","Silencer","Weaver","Morphling",-27,1804,"lose"
"Sniper","ChaosKnight","Lion","Mirana","Juggernaut",-12,1578,"lose"
"DrowRanger","CrystalMaiden","Timbersaw","Huskar","Riki",71,1806,"win"
"Alchemist","SpiritBreaker","Windranger","Necrophos","Kunkka",-35,4538,"win"
"Bane","Morphling","DarkSeer","Slark","Mirana",35,4538,"lose"
"Pudge","Earthshaker","SandKing","Windranger","DrowRanger",-5,3444,"lose"
"Tinker","LegionCommander","Mirana","Bristleback","NyxAssassin",5,3444,"win"
"QueenofPain","DeathProphet","SkywrathMage","Luna","TrollWarlord",23,2657,"win"
"EmberSpirit","Morphling","DragonKnight","undefined","Pudge",0,127,"lose"
"Warlock","SpiritBreaker","Mirana","TemplarAssassin","Venomancer",-9,2273,"lose"
"Magnus","ElderTitan","Lich","Spectre","SkywrathMage",10,2719,"win"
"ShadowShaman","Lion","DeathProphet","Slark","LoneDruid",-10,2719,"lose"
"Razor","Tiny","Timbersaw","Tusk","Abaddon",30,1642,"win"
"Weaver","Mirana","Zeus","Venomancer","Undying",29,2278,"win"
"DrowRanger","CrystalMaiden","ShadowShaman","Sven","Axe",-29,2278,"lose"
"PhantomAssassin","WraithKing","CentaurWarrunner","KeeperoftheLight","Invoker",18,1676,"win"
"Alchemist","Rubick","LegionCommander","Pudge","StormSpirit",-18,1676,"lose"
"DrowRanger","StormSpirit","Nature'sProphet","FacelessVoid","WitchDoctor",18,1950,"win"
"Zeus","Lina","Anti-Mage","KeeperoftheLight","CentaurWarrunner",-18,1950,"lose"
"Viper","Axe","EmberSpirit","AncientApparition","Tinker",1,3622,"lose"
"ShadowFiend","Viper","PhantomLancer","Ursa","Slardar",9,2615,"win"
"LegionCommander","Sven","Silencer","Pudge","DrowRanger",-9,2615,"lose"
"StormSpirit","DrowRanger","Mirana","Medusa","CrystalMaiden",-32,2413,"lose"
"Omniknight","Disruptor","PhantomAssassin","Axe","DeathProphet",32,2413,"win"
"Tiny","DrowRanger","WraithKing","Earthshaker","Invoker",-4,1858,"win"
"Slark","Huskar","CrystalMaiden","Undying","SandKing",37,1866,"win"
"LegionCommander","Lion","Omniknight","Mirana","TrollWarlord",-37,1866,"lose"
"KeeperoftheLight","Riki","ShadowShaman","Tidehunter","Axe",39,1915,"win"
"Lina","Juggernaut","Earthshaker","Weaver","LegionCommander",-39,1915,"lose"
"LegionCommander","Magnus","Windranger","Juggernaut","Lich",34,2084,"win"
"Tinker","Mirana","DrowRanger","Riki","Tusk",-34,2084,"lose"
"Sniper","Viper","Razor","SpiritBreaker","Huskar",29,1970,"win"
"Riki","FacelessVoid","EmberSpirit","Lion","SandKing",44,1859,"win"
